type,detail,comment,raw_code,label
Lambdas should be replaced with method references,Replace this lambda with a method reference. (sonar.java.source not set. Assuming 8 or greater.),"```
n -> n.toLowerCase()
suggest code
String::toLowerCase",        Set<String> lowerReservedPartitionNames = reservedPartitions.stream().map(n -> n.toLowerCase()).collect(Collectors.toSet());,1
Delivering code in production with debug features activated is security-sensitive,Make sure this debug feature is deactivated before delivering the code in production.,Do not use printStackTrace to record the exception stack.,            e.printStackTrace();,1
Field names should comply with a naming convention,"Rename this field ""_leftTransformFunction"" to match the regular expression '^[a-z][a-zA-Z0-9]*$'.","`_leftTransformFunction`, `_dataSourceMap` and `_nullValueVectorReader` can be changed to local variable. Also, suggest renaming `_leftTransformFunction` as there is only one single argument","  private TransformFunction _leftTransformFunction;
FieldDeclaration   private int[] _results;
FieldDeclaration   private Map<String, DataSource> _dataSourceMap = new HashMap<>();
FieldDeclaration   private PeekableIntIterator _nullValueVectorIterator;
FieldDeclaration   private NullValueVectorReader _nullValueVectorReader;",0
Unnecessary imports should be removed,Remove this unused import 'java.util.concurrent.atomic.AtomicInteger'.,nit: redundant,import java.util.concurrent.atomic.AtomicInteger;,1
"Track uses of ""TODO"" tags",Complete the task associated to this TODO comment.,TODO with no ticket.,            // TODO varlen types,1
"Track uses of ""TODO"" tags",Complete the task associated to this TODO comment.,"This will change as we'll be adding support to index multiple columns: https://github.com/apache/hudi/pull/4693/files#diff-11e9ef6bd53ef1001b669a1dc68dde2aba9b33c9eb72cc1e4198750336d79772
No change needed from your side. I'll take care of it.",      // TODO why are we only indexing primary key? revisit fallback,0
"""StandardCharsets"" constants should be preferred",Replace Charset.forName() call with StandardCharsets.UTF_8,Why so many definitions for the final static charset,"    public static final Charset CHARSET = Charset.forName(""UTF-8"");",1
Field names should comply with a naming convention,"Rename this field ""_sslContext"" to match the regular expression '^[a-z][a-zA-Z0-9]*$'.","`_httpClient`, `_headers` and `_scheme` can be private final, `_sslContext` can be local variable ","  AsyncHttpClient _httpClient;
FieldDeclaration   Map<String, String> _headers = new HashMap<>();
FieldDeclaration   String _scheme = CommonConstants.HTTP_PROTOCOL;
FieldDeclaration   SSLContext _sslContext = null;",0
"Return of boolean expressions should not be wrapped into an ""if-then-else"" statement",Replace this if-then-else statement by a single return statement.,"Please no access to javac internal types (com.sun.tools.**) in hint implementations. Maybe initTypeMirror = org.netbeans.modules.java.hints.errors.Utilities.resolveCapturedType(initTypeMirror) + just he isSameType check would work? (Possibly check that initTypeMirror is not an erroneous type before, not sure.)","        if (!(initTypeMirror instanceof CapturedType) && (!ctx.getInfo().getTypes().isSameType(variableTypeMirror, initTypeMirror))) {",0
Static non-final field names should comply with a naming convention,"Rename this field ""READER"" to match the regular expression '^[a-z][a-zA-Z0-9]*$'.","Why is this static?
",  private static Optional<SpecificDatumReader<MetricReport>> READER = Optional.absent();,0
Raw types should not be used,Provide the parametrized type for this generic.,"I mean here, you build a new map, which is expensive. If `originalJobDataMap` could toString directly, we should do that.","            Map<String, String> jobDataMap = new HashMap();",0
Unnecessary imports should be removed,Remove this unused import 'java.util.Calendar'.,remove unused imports.,import java.util.Calendar;,1
Static non-final field names should comply with a naming convention,"Rename this field ""IS_GRPC_CHANNEL_TLS_FORCED"" to match the regular expression '^[a-z][a-zA-Z0-9]*$'.",Change this name to `FORCE_TLS`. There is only gRPC transport.,        public static boolean IS_GRPC_CHANNEL_TLS_FORCED = true;,1
Standard outputs should not be used directly to log anything,Replace this use of System.out or System.err by a logger.,I don't think this belongs to production.,"            System.err.println(""processLine "" + line);",0
URIs should not be hardcoded,Remove this hard-coded path-delimiter.,"Use `Catalog.getClusterId()` instead of `Config.cluster_id`.

And how about add `SparkResource`'s name to path? Such as:

`/path/to/work/dir/cluster_id/__spark_repository__my_resource_name/`

No need to add additional level of dir.
","        String remoteRepositoryPath = workingDir + ""/"" + Config.cluster_id + ""/"" + SparkRepository.REPOSITORY_DIR;",0
"Unused ""private"" methods should be removed","Remove this unused private ""findEnabledTarget"" method.",I did not find usage of this method.,"    private static CompletableFuture<Pair<ActionProvider, String>> findEnabledTarget(FileObject toRun, SingleMethod singleMethod, boolean debug, boolean testRun, NbProcessConsole ioContext) throws IllegalArgumentException {",1
"""public static"" fields should be constant","Make this ""public static IS_GRPC_CHANNEL_TLS_FORCED"" field final",Change this name to `FORCE_TLS`. There is only gRPC transport.,        public static boolean IS_GRPC_CHANNEL_TLS_FORCED = true;,0
"Public constants and fields initialized at declaration should be ""static final"" rather than merely ""final""",Make this final field static too.,That looks like an ideal candidate to be an enum.,"  private final String BRANCH_DEFAULT_TYPE = ""Type.BRANCH_DEFAULT"";",1
Field names should comply with a naming convention,"Rename this field ""_timestamp"" to match the regular expression '^[a-z][a-zA-Z0-9]*$'.",Rename the variable,    private final Comparable _timestamp;,1
Abstract classes without fields should be converted to interfaces,"Convert the abstract class ""DataFileUtils"" into an interface. (sonar.java.source not set. Assuming 8 or greater.)",Can we use consistent terminology. i. e `BaseFileUtils` vs `DataFileUtils` ,public abstract class DataFileUtils {,0
Deprecated code should be removed,Do not forget to remove this deprecated code someday.,"I've been thinking about this change while doing recent work around writer factories and deletes.

Naming-wise, I'd probably prefer calling it `forTable(table)`. If we decide to store [metrics for rows in position deletes](https://github.com/apache/iceberg/pull/2942#discussion_r683715471), we then can provide something like `forPositionDelete(table)` to promote the path and pos columns and apply the regular config for all other columns in optional `row`.","  public static MetricsConfig fromProperties(Map<String, String> props) {",0
Generic exceptions should never be thrown,Define and throw a dedicated exception instead of using a generic one.,"Maybe ... ""Failed to acquire locks from metastore because the underlying metastore table 'HIVE_LOCKS' does not exist. This can occur when using an embedded metastore which does not support transactions. To fix this use an alternative metastore.""","          throw new RuntimeException(""Failed to acquire locks from metastore because 'HIVE_LOCKS' doesn't "" +",0
"Track uses of ""TODO"" tags",Complete the task associated to this TODO comment.,Should we remove these options or at least add a description that they are deprecated and will be removed in the next release?,  // TODO - The below two options don't seem to be used in the Drill code base,1
Unnecessary imports should be removed,Remove this unused import 'java.util.Collections'.,useless import,import java.util.Collections;,1
Unused type parameters should be removed,T is not used in the class.,"1. Please format the code.
2. Should BaseFactory considering package name when creating an instance? What about making base factory creates instances from any full class names. The factory that extends the base factory could override the method to inject package name if necessary.",public class BaseFactory<T> {,0
Field names should comply with a naming convention,"Rename this field ""_evaluator"" to match the regular expression '^[a-z][a-zA-Z0-9]*$'.",(nit) Make it final,  private FunctionEvaluator _evaluator = null;,0
Constant names should comply with a naming convention,Rename this constant name to match the regular expression '^[A-Z][A-Z0-9]*(_[A-Z0-9]+)*$'.,"same as above, should be capitalized.","    start,
EnumConstantDeclaration     stop",1
Try-with-resources should be used,"Change this ""try"" to a try-with-resources. (sonar.java.source not set. Assuming 7 or greater.)","`dataInputStream` is not registered to `closer`.
",      DataInputStream dataInputStream = new DataInputStream(byteArrayInputStream);,1
String literals should not be duplicated,"Define a constant instead of duplicating this literal ""WEEKS"" 5 times.","Should we define `""MONTHS""` and `""WEEKS""` as constants?","    if (this.monitoringGranularity.endsWith(""MONTHS"") || this.monitoringGranularity.endsWith(""WEEKS"")) {",1
Utility classes should not have public constructors,Add a private constructor to hide the implicit public one.,"This seems like some work that might already be present on the model itself: https://github.com/google/data-transfer-project/blob/master/portability-types-common/src/main/java/org/datatransferproject/types/common/models/videos/VideoModel.java#L126-L141

Can we add these utility classes on the model instead of adding them here?  ",public class GooglePhotosImportUtils {,0
"Track uses of ""TODO"" tags",Complete the task associated to this TODO comment.,Pls remove TODO like I mentioned before,      // TODO: Deprecate this after removing table name from segment metadata,1
Local variables should not shadow class fields,"Rename ""bitMaps"" which hides the field declared at line 68.",This will create more than one insert tablet node of a same target replicaset. We merge there nodes into one node before.,"        int count = end - start;
ExpressionStmt         long[] subTimes = new long[count];
ExpressionStmt         int destLoc = 0;
ExpressionStmt         Object[] values = initTabletValues(dataTypes.length, count, dataTypes);
ExpressionStmt         BitMap[] bitMaps = this.bitMaps == null ? null : initBitmaps(dataTypes.length, count);",0
Standard outputs should not be used directly to log anything,Replace this use of System.out or System.err by a logger.,how about use log to replace system.err,"        System.out.println(""hello, im extend plugin dataHandler"" );",1
"Track uses of ""TODO"" tags",Complete the task associated to this TODO comment.,Obviously this stuff has to have a ticket,        //TODO Implement.,1
"""public static"" fields should be constant","Make this ""public static DISABLED"" field final",Wouldn't it be better to have a static final member in ActionMapping interface as a specific instance?,    public static DefaultActionMapping DISABLED = new DefaultActionMapping();,1
Utility classes should not have public constructors,Add a private constructor to hide the implicit public one.,whats the idea behind introducing a plannodeFactory. ,public class PlanNodeFactory {,0
Return values should not be ignored when they contain the operation status code,"Do something with the ""boolean"" value returned by ""offer"".","After investing the JDK source codes, this will cause more lock time than original. Because this will never release lock until `offer` successfully.",        logBuffer.offer(message);,0
URIs should not be hardcoded,Remove this hard-coded path-delimiter.,move below the other private static members. Add annotation if it's package private for testing.,"  static final String IMPORTED_ADDRESS_BOOK_PATH = BASE_DIRECTORY + TEST_SLUG_NAME + ""/"";",0
Collection.isEmpty() should be used to test for emptiness,Use isEmpty() to check whether the collection is empty or not.,could replace by `CollectionUtils.isNotEmpty`,        if (alterJobIdList != null && alterJobIdList.size() > 0) {,1
Unused local variables should be removed,"Remove this unused ""size"" local variable.","*UnusedVariable:*  The local variable SimpleName is never read. [(details)](https://errorprone.info/bugpattern/UnusedVariable)
(at-me [in a reply](https://help.sonatype.com/lift/talking-to-lift) with `help` or `ignore`)",            final int size = series.getValues().size();,1
Unused method parameters should be removed,Remove these unused method parameters.,"    public R visitPhysicalAggregation(PhysicalPlan<? extends PhysicalPlan, PhysicalAggregation> aggregationPlan, C context);","    public R visitPhysicalAggregationPlan(PhysicalPlan<? extends PhysicalPlan, ? extends PhysicalOperator> physicalPlan,",1
Generic exceptions should never be thrown,Define and throw a dedicated exception instead of using a generic one.,nit: space before `{`,"  public <T> T createInstance(String pluginName, String className, Class[] argTypes, Object[] argValues) throws Exception{",0
Deprecated code should be removed,Do not forget to remove this deprecated code someday.,return type should be String,"  public List<List<Map<String, Object>>> getSegmentMetadataDeprecated2(",0
Hard-coded credentials are security-sensitive,Remove this hard-coded password.,Please use `Connection connection = EnvFactory.getEnv().getConnection();` instead.,"                Config.IOTDB_URL_PREFIX + ""127.0.0.1:6667/"", ""root"", ""root"");",1
Local variables should not shadow class fields,"Rename ""sparkConfigs"" which hides the field declared at line 91.","        Map<String, String> sparkConfig = Maps.newHashMap();","        Map<String, String> sparkConfigs = Maps.newHashMap();",0
String literals should not be duplicated,"Define a constant instead of duplicating this literal ""Unsupported operation."" 32 times.","I think we can support some of the methods, at least equals() and compareTo() should be implemented for future convenience.","    throw new UnsupportedOperationException(""Unsupported operation."");",0
Field names should comply with a naming convention,"Rename this field ""SOURCE_NAME"" to match the regular expression '^[a-z][a-zA-Z0-9]*$'.",`final static String`,"  public String SOURCE_NAME = ""iot-metrics"";",0
Static non-final field names should comply with a naming convention,"Rename this field ""CYPHER_BODY_MAX_LENGTH"" to match the regular expression '^[a-z][a-zA-Z0-9]*$'.",All these are missing in the agent setup doc. No one would know how to use these unless reading source codes.,"            /**
FieldDeclaration              * If set to true, the parameters of the cypher would be collected.
FieldDeclaration              */
FieldDeclaration             public static boolean TRACE_CYPHER_PARAMETERS = false;
FieldDeclaration             /**
FieldDeclaration              * For the sake of performance, SkyWalking won't save the entire parameters string into the tag, but only
FieldDeclaration              * the first {@code CYPHER_PARAMETERS_MAX_LENGTH} characters.
FieldDeclaration              * <p>
FieldDeclaration              * Set a negative number to save the complete parameter string to the tag.
FieldDeclaration              */
FieldDeclaration             public static int CYPHER_PARAMETERS_MAX_LENGTH = 512;
FieldDeclaration             /**
FieldDeclaration              * For the sake of performance, SkyWalking won't save the entire sql body into the tag, but only the first
FieldDeclaration              * {@code CYPHER_BODY_MAX_LENGTH} characters.
FieldDeclaration              * <p>
FieldDeclaration              * Set a negative number to save the complete sql body to the tag.
FieldDeclaration              */
FieldDeclaration             public static int CYPHER_BODY_MAX_LENGTH = 2048;",0
Unnecessary imports should be removed,Remove this unused import 'java.util.ArrayList'.,Should remove these imports? Seems we add a method in this class and then moved it out but forgot to remove these imports?,import java.util.ArrayList;,0
Static non-final field names should comply with a naming convention,"Rename this field ""default_db_replica_quota_bytes"" to match the regular expression '^[a-z][a-zA-Z0-9]*$'.","The unit is wrong. This is not a ""byte size"", but a ""number of"" replicas.",    public static long default_db_replica_quota_bytes = 1024 * 1024 * 1024;,0
Modifiers should be declared in the correct order,Reorder the modifiers to comply with the Java Language Specification.,make it public,  abstract protected void merge(AggregateResult another);,0
String literals should not be duplicated,"Define a constant instead of duplicating this literal ""freed "" 3 times.",same as above,"        LOG.trace(""freed "" + StringUtils.byteDesc(freedBytes) + "" from "" + this);",0
"The diamond operator (""<>"") should be used","Replace the type specification in this constructor call with the diamond operator (""<>""). (sonar.java.source not set. Assuming 7 or greater.)","Please use Sets.newHashSet() for consistency
",    Set<Path> publisherDirsProcessed = new HashSet<Path>();,1
"The diamond operator (""<>"") should be used","Replace the type specification in this constructor call with the diamond operator (""<>""). (sonar.java.source not set. Assuming 7 or greater.)","Just nit picking but this should probably be Sets.newHashSet() for consistency.
",        paths = new HashSet<String>();,0
Jump statements should not be redundant,Remove this redundant jump.,(nit) redundant,          continue;,1
Redundant casts should not be used,"Remove this unnecessary cast to ""Long"".",Unnecessary cast on RHS.,      _output[i] = (Long) dateTimeValueConverted;,1
"Collapsible ""if"" statements should be merged",Merge this if statement with the enclosing one.,"                if (consumerEmpty && MixAll.MASTER_ID != id) {
                    continue;
                }","                if (consumerEmpty) {
IfStmt                     if (id != MixAll.MASTER_ID)
ContinueStmt                         continue;
TryStmt                 }",1
Field names should comply with a naming convention,"Rename this field ""DEFAULT_MAX_ALLOWED_MERGE_GAP"" to match the regular expression '^[a-z][a-zA-Z0-9]*$'.",is THis only used for alertGroupMerger?,  private final long DEFAULT_MAX_ALLOWED_MERGE_GAP = 14400000L;,0
Unnecessary imports should be removed,Remove this unused import 'java.util.stream.Collectors'.,unused import,import java.util.stream.Collectors;,1
Methods and field names should not be the same or differ only by capitalization,"Rename field ""rRule"" to prevent any misunderstanding/clash with field ""RRULE"" defined on line 15.",can these all be final,  private RRule rRule;,0
Utility classes should not have public constructors,Add a private constructor to hide the implicit public one.,Add some comments for this class,public class ScheduleRule {,0
Unnecessary imports should be removed,Remove this unused import 'org.apache.pinot.spi.exception.EarlyTerminationException'.,nit: remove unused import.,import org.apache.pinot.spi.exception.EarlyTerminationException;,1
Utility classes should not have public constructors,Add a private constructor to hide the implicit public one.,Why do we need a Util at this core level?,public class TagUtil {,0
Utility classes should not have public constructors,Add a private constructor to hide the implicit public one.,can this be package private?,public class FlickrTestUtils {,1
Generic exceptions should never be thrown,Define and throw a dedicated exception instead of using a generic one.,do not add throws exception in signature,"  public String getSegmentName(AbstractColumnStatisticsCollector statsCollector, DefaultSegmentNameConfig config) throws Exception {",1
"Non-primitive fields should not be ""volatile""","Use a thread-safe type; adding ""volatile"" is not enough to make this field thread-safe.",Why volatile?,"  private volatile Cache<DatanodeInfo, Long> excludeDNsCache;",1
Boolean expressions should not be gratuitous,"Remove this expression which always evaluates to ""true""",So the if condition is hard to understand. What is the scenario this is trying to address? Can we add a comment here to help the reader understand?,    if (!meetException && datasetErrorMap.containsKey(tableOperationTypeMap.get(tableString).datasetPath),0
"The diamond operator (""<>"") should be used","Replace the type specification in this constructor call with the diamond operator (""<>""). (sonar.java.source not set. Assuming 7 or greater.)",Why not use backend id directly？,"        Map<String, Long> backendsID = new HashMap<String, Long>();",0
Unused method parameters should be removed,"Remove this unused method parameter ""tabletId"".","For current scheduler principal, a tablet can only have one task running or pending at most. So we should delete the cache as soon as possible. It is better to change this function to getAndDeleteCachedSrcBackendId. And call it after scheduler cancelled, task running cancelled, and deleteSrcReplicaOfLB.",    public Long getCachedSrcBackendId(Long tabletId) {,0
Restricted Identifiers should not be used as Identifiers,Rename this variable to not match a restricted identifier.,`putRecord` method should also be modified to `private`,"  private void updateRecord(RowRecord record, String s) {",0
Printf-style format strings should be used correctly,String contains no format specifiers.,"                  String.format(""The device [%s] doesn't belong to any storage group."", deviceId));","                  String.format(""The device doesn't belong to any storage group."", deviceId));",1
Sections of code should not be commented out,This block of commented-out lines of code should be removed.,Remove commented code,    // return evaluator.apply(dictIdForCurrentDoc);,1
Local variables should not be declared and then immediately returned or thrown,"Immediately return this expression instead of assigning it to the temporary variable ""oneLine"".","When processing 
        String s = """"""   
                   
                   
        """""";
The hint will produce code like
String s = ""\n"" + ""\n"" + """";
","        String oneLine[] = textBlock.split(""\\\\n"", -1);    // NOI18N",0
Null pointers should not be dereferenced,"""NullPointerException"" will be thrown when invoking method ""appendWriter()"".",Should we also add the uid & name if we've already chained the `PartitionKeySelector` ?,"          rowDataInput, table.properties(), table.spec(), table.schema(), flinkRowType);",0
"Return of boolean expressions should not be wrapped into an ""if-then-else"" statement",Replace this if-then-else statement by a single return statement.,"Can use return (qualificationScore > threshold), to replace line 33 to 37, to simply the code.
",      if (qualificationScore > threshold) {,1
URIs should not be hardcoded,Refactor your code to get this URI from a customizable parameter.,"Has the old path been removed? The idea is to have both in place, right? Maybe I am missing something here. The idea is not to introduce a new header, but a new protocol endpoint.","  private static final String SEGMENT_PATH = ""/v2/segments"";",0
Generic wildcard types should not be used in return types,Remove usage of generic wildcard type.,Usage of this method applies `Object key` for accessing entries. Why do we need this change?,"    public Map<?, Map<ClusterNode, EntryInfo>> getEntries() {",0
Null pointers should not be dereferenced,"A ""NullPointerException"" could be thrown; ""res"" is nullable here.","convert this into a retry loop and retry 3 times and have a sleep between re tries.
",      if (res == null || res.getStatusLine() == null || res.getStatusLine().getStatusCode() != 200) {,0
Standard outputs should not be used directly to log anything,Replace this use of System.out or System.err by a logger.,Remove this.,    System.out.println();,1
Static non-final field names should comply with a naming convention,"Rename this field ""IGNORE_SUFFIX_ARRAY"" to match the regular expression '^[a-z][a-zA-Z0-9]*$'.","Put the initialization process in the `boot` method, rather than there. It is safer and keeps the initialization sequence more clear.","    private static String[] IGNORE_SUFFIX_ARRAY = Config.Agent.IGNORE_SUFFIX.split("","");",0
Delivering code in production with debug features activated is security-sensitive,Make sure this debug feature is deactivated before delivering the code in production.,e.printStackTrace() must be avoided and replaced by logging or in this case make it silent ?,                e.printStackTrace();,1
Static non-final field names should comply with a naming convention,"Rename this field ""PATTERN"" to match the regular expression '^[a-z][a-zA-Z0-9]*$'.",Default should be the pattern in the document.,"        public static String PATTERN = """";",0
Sections of code should not be commented out,This block of commented-out lines of code should be removed.,"We need to take other actions, such as waiting for the provider app to register, to ensure that this test is feasible","            // provider app started != provider app registered
BlockStmt //            Greeting greetingService = (Greeting) target;
BlockStmt //            String result = greetingService.hello();
BlockStmt //            Assertions.assertEquals(""local"", result);",0
"Fields in a ""Serializable"" class should either be transient or serializable","Make ""functionMap"" private or transient.",why not make it a `private static`?,"        public Map<String, String> functionMap =",1
"Constructors of an ""abstract"" class should not be declared ""public""","Change the visibility of this constructor to ""protected"".","@yihua @xushiyan let's chat more on this to make sure we're aligned on the approach going f/w:

I was thinking of keeping this component file-format agnostic and instead make it engine-specific, while refactoring MOR table read-path for efficient querying. 

Can you elaborate what's the goal you're striving for w/ `HoodieAvroRecord`?

P.S. Putting this context in here for somebody who might not be aware of previous conversations",public abstract class HoodieRecord<T> implements Serializable {,0
String literals should not be duplicated,"Define a constant instead of duplicating this literal ""instances"" 5 times.","Suggest using StringUtils to join
    return StringUtil.join(""/"", _baseUrl, ""instances"", instanceName, ""updateTags?tags="" + StringUtils.join(tags, ',');","    return StringUtil.join(""/"", _baseUrl, ""instances"", instanceName, ""updateTags?tags="" + Joiner.on("","").join(tags));",0
Delivering code in production with debug features activated is security-sensitive,Make sure this debug feature is deactivated before delivering the code in production.,"      e.printStackTrace();
      fail(e.getMessage());",      e.printStackTrace();,0
URIs should not be hardcoded,Refactor your code to get this URI from a customizable parameter.,No need to use real websocket,"        client = new WebSocketClient(new URI(""ws://localhost:9095/websocket"")) {",1
Methods should not be empty,"Add a nested comment explaining why this method is empty, throw an UnsupportedOperationException or complete the implementation.","Since this is empty, does it make sense to remove this so the default method can be used? (Which I think throws an unimplemented error)","  public <T extends DataModel> void update(UUID jobId, String key, T model) {}",1
Boolean literals should not be redundant,Remove the unnecessary boolean literal.,"(minor) Can be simplified to 
    return Boolean.TRUE.equals(offlineTableDisableGroovyQuery) || Boolean.TRUE.equals(realtimeTableDisableGroovyQuery);","    return (offlineTableDisableGroovyQuery == null ? false : offlineTableDisableGroovyQuery) || (
ConditionalExpr         realtimeTableDisableGroovyQuery == null ? false : realtimeTableDisableGroovyQuery);",1
"""InterruptedException"" should not be ignored","Either re-interrupt this method or rethrow the ""InterruptedException"" that can be caught here.",Break line before `catch`.,        } catch (InterruptedException e) {,0
"Track uses of ""TODO"" tags",Complete the task associated to this TODO comment.,Let's supply the detail here,        // TODO: Construct result,1
Generic wildcard types should not be used in return types,Remove usage of generic wildcard type.,Does this method do anything different from GobblinHelixJobLauncher.addAdditionalMetadataTags() ?,"  public static List<? extends Tag<?>> addAdditionalMetadataTags(Properties jobProps,",0
"The diamond operator (""<>"") should be used","Replace the type specification in this constructor call with the diamond operator (""<>""). (sonar.java.source not set. Assuming 7 or greater.)",Why was it necessary to add the type variable here? Java should be able to infer it.,      ReadConf<T> readConf = new ReadConf<T>(,1
Hard-coded credentials are security-sensitive,Remove this hard-coded password.,Use `Connection connection = EnvFactory.getEnv().getConnection();`,"                Config.IOTDB_URL_PREFIX + ""127.0.0.1:6667/"", ""root"", ""root"");",1
String literals should not be duplicated,"Define a constant instead of duplicating this literal ""yyyy-mm-dd"" 4 times.","Since same strings literal is used at more than one places, we should extract as static final and reuse.","        String endDay = splits[splits.length - 2].substring(0, ""yyyy-mm-dd"".length());",1
Type parameters should not shadow other type parameters,"Rename ""T"" which hides a type parameter from the outer scope.",Core API requires comments.,public class AnnotationTypeNameMatch<T extends AnnotationDescription> implements ElementMatcher<T> {,0
"Constructors of an ""abstract"" class should not be declared ""public""","Change the visibility of this constructor to ""protected"".","I wonder if we could add these abstract classes to the `EasyFormatPlugin` classes so that they are usable for future storage plugins.  

If you take a look here: https://github.com/apache/drill/pull/1962

I was working on refactoring them a bit to reduce the cut/paste code.
",  protected abstract static class ColumnDefn {,0
"The diamond operator (""<>"") should be used","Replace the type specification in this constructor call with the diamond operator (""<>""). (sonar.java.source not set. Assuming 7 or greater.)","```
private ArrayList<Sink> sinks = new ArrayList<>();
Explicit type argument could be removed",	private ArrayList<Sink> sinks = new ArrayList<Sink>();,1
Asserts should not be used to check the parameters of a public method,Replace this assert with a proper check.,"instead of this assert, let's have an if condition to assert this? if the condition is false, we exit and don't print log, get tasks etc","        assert (ChaosConstants.CHAOS_AGENT_STATUS_PERSISTENT_ZNODE +
MethodCallExpr           ChaosConstants.ZNODE_PATH_SEPARATOR + agentName).equals(watchedEvent.getPath());",1
Try-catch blocks should not be nested,Extract this nested try block into a separate method.,"checkstyle
) {",    try (Scanner scanner = new Scanner(System.in)){,0
Method names should comply with a naming convention,Rename this method name to match the regular expression '^[a-z][a-zA-Z0-9]*$'.,"I detect that this code is problematic. According to the [Bad practice (BAD_PRACTICE)](https://spotbugs.readthedocs.io/en/stable/bugDescriptions.html#bad-practice-bad-practice), [Nm: Method names should start with a lower case letter (NM_METHOD_NAMING_CONVENTION)](https://spotbugs.readthedocs.io/en/stable/bugDescriptions.html#nm-method-names-should-start-with-a-lower-case-letter-nm-method-naming-convention).
Methods should be verbs, in mixed case with the first letter lowercase, with the first letter of each internal word capitalized.
","    public ReferenceTree Reference(ExpressionTree qualExpr, CharSequence member, List<? extends Tree> paramTypes) {",0
"Track uses of ""TODO"" tags",Complete the task associated to this TODO comment.,"In the future, TODO messages take the format ""TODO(ldap): comment"", so please add your Google ldap. There isn't a need to do so now, since you'll be updating this file soon.",    //TODO: use StreamEncoder per the update,1
Generic exceptions should never be thrown,Define and throw a dedicated exception instead of using a generic one.,"Huge improvement here in terms of readability.
",  private void updateMergedAnomalyWeight(MergedAnomalyResultDTO anomalyMergedResult) throws Exception {,0
Raw types should not be used,Provide the parametrized type for this generic.,static?,"    private Map<String, Object> createRequest(int i, LinkedHashMap contact) {",0
"Constructors of an ""abstract"" class should not be declared ""public""","Change the visibility of this constructor to ""protected"".","It would be better to define as interface and add a getElectPolicyType(), It is convenient to expand new election strategies in the future。",public abstract class ElectPolicy {,0
Standard outputs should not be used directly to log anything,Replace this use of System.out or System.err by a logger.,We may not need to print it out in the console?,"        System.out.println(""Generating segment "" + _segmentName + "" from "" + _inputDataFileName + "" and uploading to "" +",1
"Unused ""private"" fields should be removed","Remove this unused ""catalogLoader"" private field.",Those two seems don't have to be private members because I did not see anywhere accessing them except the constructor.  ,"  private final CatalogLoader catalogLoader;
FieldDeclaration   private final Configuration hadoopConf;",1
"""public static"" fields should be constant","Make this ""public static rpcThriftCompressionEnable"" field final",why set it as true?,  public static boolean rpcThriftCompressionEnable = true;,0
Sections of code should not be commented out,This block of commented-out lines of code should be removed.,Remove this line,//        return fieldSpec.getDefaultNullValue();,1
Field names should comply with a naming convention,"Rename this field ""_fstTypeForFSTIndex"" to match the regular expression '^[a-z][a-zA-Z0-9]*$'.",(minor) Suggest renaming to `_fstIndexType`?,  private FSTType _fstTypeForFSTIndex = FSTType.LUCENE;,1
Field names should comply with a naming convention,"Rename this field ""_valueToDict"" to match the regular expression '^[a-z][a-zA-Z0-9]*$'.",volatile ValueToDictId is good enough and with higher performance right?,  private AtomicReference<ValueToDictId> _valueToDict = new AtomicReference<>();,0
Modifiers should be declared in the correct order,Reorder the modifiers to comply with the Java Language Specification.,Same as above.,    abstract public void replayModifyProperties(AlterRoutineLoadJobOperationLog log);,0
String literals should not be duplicated,"Define a constant instead of duplicating this literal ""\"" not found."" 5 times.","""\"""" + registry + ""\"" not found."" will be evaluated in any way for exception argument. So it make sense to introduce variable (DRY). Also it is good practice to use '\""' for concatenation of strings with chars.

Any text debug/logging output should follow rules described here: https://cwiki.apache.org/confluence/display/IGNITE/Coding+Guidelines#CodingGuidelines-StringOutput
","                log.info(""\"""" + metricName(registry, name) + ""\"" not found."");",0
Generic exceptions should never be thrown,Define and throw a dedicated exception instead of using a generic one.,"Exception seems to be too broad for the interface/API declaration. Can it be narrowed to a specific checked exception(s). If not, should underlying implementations catch the checked exception and convert it to RuntimeException, if it is necessary.",  public abstract DAG cloneDAG() throws Exception;,1
"Unused ""private"" fields should be removed","Remove this unused ""LOG"" private field.",ditto,  private static final Logger LOG = LogManager.getLogger(HoodieParquetReader.class);,0
String literals should not be duplicated,"Define a constant instead of duplicating this literal ""globalId"" 3 times.","`Arrays.toString(parameter.get(""globalId"")` has too much cost. You should add an `isDebug` enable before `logger.debug` for considering perfomance.","        logger.debug(""globalId: %s"", Arrays.toString(parameter.get(""globalId"")));",0
Generic exceptions should never be thrown,Define and throw a dedicated exception instead of using a generic one.,Is there any reason for this change?,                throw new RuntimeException(e);,0
Method names should comply with a naming convention,Rename this method name to match the regular expression '^[a-z][a-zA-Z0-9]*$'.,"Missing failure cases for the onLine() and atColumn() API, if the wrong line/column is specified. 
",  public void failsToCompile_throws() {,0
Type parameter names should comply with a naming convention,Rename this generic name to match the regular expression '^[A-Z][0-9]?$'.,Please add example in comment,    public static class GroupIterator<NODE_TYPE extends TreeNode> implements Iterator<NODE_TYPE> {,0
String literals should not be duplicated,"Define a constant instead of duplicating this literal "" sec reached. Aborting"" 4 times.",same,"        throw new TimeoutException(""Timeout of "" + timeout + "" sec reached. Aborting"");",0
